event_id,event_label,mode,date,false_bottom_risk_level,buy_delay_flag,delay_strength,reset_ready_flag,reset_confidence,reset_reason,fast_snapback_flag,override_strength,override_reason,snapback_candidate_flag,low_reentry_flag,first_buy_override_used,override_triggered,state_after_trade,trade_reason
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-04,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-05,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-08,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-09,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-10,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-11,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-12,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-15,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-16,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-17,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-18,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-19,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-22,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-23,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-24,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-25,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-26,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-29,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-30,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-03-31,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-01,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-05,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-06,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-07,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-08,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-09,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-12,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-13,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-14,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-15,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-16,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-19,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-20,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-21,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-22,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-23,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-26,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-27,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-28,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-29,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-04-30,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-03,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-04,LOW,false,NONE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-05,LOW,false,NONE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-06,HIGH,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-07,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-10,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-11,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-12,LOW,false,NONE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-13,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-14,MEDIUM,true,MODERATE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-17,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-18,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-19,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-20,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-21,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-24,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-25,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-26,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-27,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-05-28,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-01,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-02,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-03,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-04,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-07,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-08,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-09,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-10,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-11,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-14,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-15,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-16,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-17,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-18,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-21,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-22,LOW,true,MODERATE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-23,LOW,true,MODERATE,false,LOW,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-24,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-25,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-28,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-29,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-06-30,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_blocked,buy blocked by false-bottom guard
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-01,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_blocked,buy blocked by false-bottom guard
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-02,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_blocked,buy blocked by false-bottom guard
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-06,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_blocked,buy blocked by false-bottom guard
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-07,LOW,true,MODERATE,false,LOW,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-08,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-09,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-12,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-13,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-14,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-15,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-16,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-19,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-20,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-21,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-22,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-23,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-26,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-27,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-28,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-29,LOW,true,WEAK,true,MEDIUM,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-07-30,LOW,true,WEAK,true,MEDIUM,STRUCTURE,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-02,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-03,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-04,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-05,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-06,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-09,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-10,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-11,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-12,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-13,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-16,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-17,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-18,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-19,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-20,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-23,LOW,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-24,HIGH,true,STRONG,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_blocked,buy blocked by false-bottom guard
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-25,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-26,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_delayed,buy delayed by false-bottom guard (1 bars)
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-27,MEDIUM,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-30,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_delayed,buy delayed by false-bottom guard (1 bars)
2011-06,2011 Debt Ceiling,guard_phase2,2010-08-31,MEDIUM,true,MODERATE,false,LOW,EXHAUSTION,false,NONE,SNAPBACK,false,false,false,false,buy_executed,Vmin -40% ATH
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-01,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-02,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-03,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-07,LOW,true,WEAK,true,MEDIUM,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-08,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-09,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-10,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-13,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-14,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
2011-06,2011 Debt Ceiling,guard_phase2,2010-09-15,LOW,false,NONE,true,HIGH,REBOUND,false,NONE,SNAPBACK,false,false,false,false,hold,
